Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Csf1r,312.0101882,0.250578109,0.498861564,0.502299891,0.615456586,0.999842552
Il17a,6.658021098,0.250660038,2.829147693,0.088599135,0.929400496,0.999842552
C1qc,644.8852526,0.25072309,0.441817181,0.567481531,0.570387071,0.999842552
Lhx6,53.79888952,0.250766664,0.589422494,0.425444679,0.670512542,0.999842552
Siah1-ps1,39.94145715,0.25092373,0.677169403,0.370547944,0.71097426,0.999842552
Dgkk,62.46354885,0.250957671,0.776093383,0.323360147,0.746422507,0.999842552
Phf10,2019.67537,0.2510165,0.657346958,0.381863029,0.702562964,0.999842552
Wnt7a,24.74103408,0.251053269,0.540436643,0.464537836,0.642262458,0.999842552
Dclre1b,670.2480039,0.251057539,0.548020232,0.458117281,0.646868184,0.999842552
Hnrnpk,30582.67488,0.251123129,0.641406391,0.391519531,0.695413255,0.999842552
Abcd1,561.9888623,0.251143309,0.708969561,0.354237082,0.723161215,0.999842552
Gm46374,110.6366602,0.251172977,1.002746145,0.250485109,0.802212219,0.999842552
Gm35339,148.7861898,0.251236322,0.64158918,0.391584413,0.695365307,0.999842552
Bbs1,163.9183392,0.251391489,0.673667158,0.373168688,0.709022899,0.999842552
Acot2,622.5629014,0.25144864,0.719117839,0.349662637,0.726591897,0.999842552
Rab11fip1,2057.537323,0.251566279,0.680404099,0.369730693,0.71158316,0.999842552
Ola1,2564.155903,0.251639161,0.263562845,0.954759619,0.339699273,0.999842552
Gm12633,22.78455476,0.251659266,0.970577894,0.259288067,0.795412986,0.999842552
Pld2,617.1980142,0.251701261,0.389720083,0.645851399,0.518375597,0.999842552
Bdh2,96.96466843,0.251737898,0.795935401,0.316279308,0.751790516,0.999842552
Kctd12b,211.1908943,0.25175707,1.266699093,0.198750493,0.842457924,0.999842552
Gtf3c2,3938.506376,0.25178054,0.636899673,0.395322138,0.692605163,0.999842552
Irx3,2345.099107,0.251791037,0.80180642,0.31402971,0.753498474,0.999842552
Eppin,53.7484895,0.251852798,0.859031207,0.293182361,0.769382766,0.999842552
Gucy1b1,395.4030534,0.25188358,0.93890973,0.268272415,0.788489638,0.999842552
Zkscan3,1685.968023,0.251996289,2.042109858,0.123399967,0.901790383,0.999842552
Gm13517,15.60374964,0.25226787,0.848611722,0.297271253,0.766259427,0.999842552
Prdm4,1384.316126,0.252274237,0.547123854,0.461091644,0.644732857,0.999842552
Gm19792,1.364978085,0.252318007,3.856995919,0.065418272,0.947840977,NA
Gm26717,1.364978085,0.252318007,3.856995919,0.065418272,0.947840977,NA
Gm32276,1.364978085,0.252318007,3.856995919,0.065418272,0.947840977,NA
Gm32551,1.364978085,0.252318007,3.856995919,0.065418272,0.947840977,NA
Gm33998,1.364978085,0.252318007,3.856995919,0.065418272,0.947840977,NA
Gm46554,1.364978085,0.252318007,3.856995919,0.065418272,0.947840977,NA
Itih5l-ps,1.364978085,0.252318007,3.856995919,0.065418272,0.947840977,NA
Stk25,5412.32478,0.252347403,0.328398161,0.768419049,0.442238267,0.999842552
Gm12834,19.89067408,0.252356362,1.493270454,0.168995751,0.865799984,0.999842552
Gm13695,16.11857281,0.252383878,0.638859607,0.395053741,0.692803227,0.999842552
Ccdc126,829.3566887,0.252413684,0.662601626,0.380943352,0.703245284,0.999842552
Lrrc73,267.6215218,0.25242422,0.997831894,0.252972692,0.800289316,0.999842552
Pick1,911.256329,0.252428724,0.40544975,0.622589419,0.533554366,0.999842552
Dpysl4,979.790322,0.25251175,0.545119934,0.463222374,0.643204981,0.999842552
Drosha,2165.788965,0.252541341,1.027856684,0.245697036,0.805916766,0.999842552
Susd1,2267.395468,0.252555267,0.557022644,0.453402154,0.650259186,0.999842552
Dand5,274.4881623,0.252723363,0.485131149,0.520938233,0.6024098,0.999842552
Hapln1,40.97392767,0.252742274,0.767294483,0.329394098,0.741857828,0.999842552
Pcsk6,3671.092702,0.252753961,1.134293742,0.222829371,0.823668308,0.999842552
Dhx34,176.6764986,0.252803802,0.883036584,0.28628916,0.77465666,0.999842552
Pygb,6245.757752,0.25287614,0.430652022,0.587193666,0.557073646,0.999842552
Klhdc8a,30.39520153,0.252986132,0.647889689,0.39047717,0.696183734,0.999842552
Gpd1l,1532.84095,0.25302281,0.551571045,0.458731132,0.646427255,0.999842552
Plekhg4,143.7931109,0.253094057,0.760796622,0.332669796,0.739383552,0.999842552
Pxmp4,281.903492,0.253136466,0.384802947,0.657834012,0.510644797,0.999842552
Flt4,217.3284727,0.253153542,0.680748026,0.371875544,0.709985515,0.999842552
Kpnb1,19281.85765,0.253180307,0.536354084,0.472039488,0.636898603,0.999842552
Prkca,3890.647135,0.253185973,0.557557106,0.454098729,0.649757768,0.999842552
Acta2,5359.560709,0.25325926,0.570556988,0.443880744,0.657128807,0.999842552
Col2a1,6.146394056,0.253300102,2.117954314,0.119596584,0.904802726,0.999842552
Gm8545,85.43837393,0.253311963,0.356677075,0.710199733,0.477580287,0.999842552
Ednrb,122.1813284,0.253373929,0.858085324,0.295278246,0.767781333,0.999842552
Gm16464,284.7475407,0.253408032,0.641163538,0.395231508,0.692672041,0.999842552
Rab43,1560.861039,0.253410953,0.771189925,0.328597333,0.742460064,0.999842552
Gm5802,22.46550845,0.253490697,0.740880858,0.342147721,0.732239726,0.999842552
Gm35614,4.998947153,0.253679849,1.390595978,0.182425271,0.855248995,0.999842552
Mx2,109.9995059,0.253754352,0.709835142,0.357483501,0.720729875,0.999842552
Fam24b,10.6663566,0.253878172,0.923711387,0.274845775,0.783434728,0.999842552
Adgrb3,26.37651593,0.253951091,1.666581915,0.152378403,0.87888849,0.999842552
Parp12,1164.619247,0.253964564,1.111529241,0.228482126,0.81927145,0.999842552
Dennd1a,1165.376481,0.254008355,0.461145786,0.550820071,0.581757024,0.999842552
Dzip1l,573.2052922,0.254061622,0.732635243,0.346777778,0.728758273,0.999842552
Med16,2180.303768,0.254083722,1.079914769,0.235281274,0.813990429,0.999842552
Nkrf,952.6692405,0.254139254,0.316408114,0.803200812,0.421858676,0.999842552
Tbcel,1184.309954,0.254236435,0.922441798,0.27561244,0.782845754,0.999842552
Plgrkt,832.4424488,0.254323905,0.277087584,0.91784663,0.358699166,0.999842552
Gm13642,21.7830414,0.254365736,0.697184479,0.364847101,0.715225543,0.999842552
Agps,3155.915064,0.254405133,0.550839332,0.461849977,0.644188909,0.999842552
Cyba,2586.406737,0.254417737,0.745044596,0.341479877,0.732742351,0.999842552
Plet1os,11.34491781,0.254435042,2.159528533,0.117819718,0.906210506,0.999842552
Ptprr,89.08062429,0.254473955,0.515994678,0.493171665,0.621891297,0.999842552
Bckdha,4432.692324,0.25450382,0.794309948,0.320408703,0.748658529,0.999842552
Gm13089,184.3371289,0.254540022,0.509992527,0.499105396,0.617705136,0.999842552
Mvb12b,1539.610199,0.25465057,0.571205798,0.445812299,0.655732837,0.999842552
Abhd15,162.7926873,0.254799072,0.640425138,0.39785926,0.690733932,0.999842552
Olfml3,128.1076821,0.254925755,0.521929899,0.488429107,0.625245929,0.999842552
Klf11,3783.684039,0.254941724,0.521275382,0.489073017,0.624790004,0.999842552
Armcx5,316.1274235,0.255063122,1.828872936,0.139464649,0.889082989,0.999842552
Gm14139,14.69390118,0.255142376,1.146058227,0.222626015,0.823826587,0.999842552
Adgrf5,26065.89969,0.255165662,0.864145485,0.295280906,0.767779302,0.999842552
Yjefn3,214.1751854,0.255208757,0.975838767,0.261527585,0.793685679,0.999842552
Syk,637.9980178,0.255208971,0.511089157,0.499343348,0.617537522,0.999842552
Gm5550,249.1488104,0.255377507,0.566083895,0.45113014,0.651895756,0.999842552
Fbxw20,397.8699212,0.255381317,0.452813061,0.563988407,0.572762022,0.999842552
Ric1,1410.080317,0.255417449,1.307374385,0.195366723,0.845105866,0.999842552
Ugp2,4316.823648,0.255458491,0.583689363,0.43766172,0.661631523,0.999842552
Pdss1,395.4760327,0.255488521,0.553256413,0.461790438,0.644231609,0.999842552
Pnisr,3816.929587,0.255494224,0.796346828,0.320832852,0.748337062,0.999842552
Adipor1,2681.393283,0.25566401,0.871811303,0.293256132,0.769326382,0.999842552
Gm32316,14.03505721,0.255719383,1.101920489,0.232067001,0.816485975,0.999842552
Cd300lg,49.17404815,0.255819348,0.614812018,0.416093603,0.677341511,0.999842552
Serp1,12675.73236,0.255875149,0.482553258,0.530252662,0.595936763,0.999842552
Atg4a-ps,120.2934768,0.255920181,0.788139692,0.32471424,0.745397356,0.999842552
St7l,1310.974682,0.255977954,0.51555892,0.496505722,0.619537651,0.999842552
Ccdc6,3536.415863,0.256000065,0.576256747,0.444246538,0.656864349,0.999842552
Coa7,657.8403851,0.256054871,0.779489261,0.328490569,0.742540774,0.999842552
Nudt5,589.6893239,0.25610288,1.238866875,0.206723486,0.836225814,0.999842552
Gpc3,983.4612868,0.256102976,0.503082416,0.509067634,0.610704817,0.999842552
Tox3,28.06258283,0.256175704,0.841489778,0.304431153,0.760799436,0.999842552
Baiap2l2,57.04506031,0.256296628,0.823798598,0.31111564,0.755712712,0.999842552
Arl5a,2262.445875,0.256354753,0.702292524,0.365025604,0.715092293,0.999842552
Hoxd12,2.388711649,0.256413414,3.800895167,0.067461322,0.946214452,0.999842552
Tspan2os,2.388711649,0.256413414,3.800895167,0.067461322,0.946214452,0.999842552
Sfxn4,158.7115698,0.256451017,0.502006242,0.510852248,0.609454521,0.999842552
Tmed2,13957.84171,0.256576827,0.54648131,0.469507048,0.638707248,0.999842552
Gm4834,6.918482634,0.256630839,1.1856355,0.216450029,0.828636973,0.999842552
Exd2,1119.109794,0.25663228,0.758891622,0.338167234,0.735237167,0.999842552
Olfml2b,511.1376828,0.256684298,0.917078833,0.279893384,0.779559303,0.999842552
Crebl2,121.8770895,0.256783334,0.670771055,0.38281815,0.701854603,0.999842552
Cracr2b,219.3058246,0.256889927,0.851628126,0.301645659,0.762922197,0.999842552
Adora2b,62.91266005,0.256895838,0.452113874,0.568210473,0.569892061,0.999842552
Sugct,23.58944833,0.256972975,0.581491421,0.441920491,0.658546742,0.999842552
Klhl3,99.75944952,0.256983211,0.43678816,0.588347476,0.556299085,0.999842552
Tnnt1,128.4566365,0.257007814,0.908439214,0.282911405,0.777244752,0.999842552
Grasp,1502.287643,0.257055931,0.535967006,0.479611484,0.631503679,0.999842552
Foxm1,1132.112611,0.257100889,0.636828416,0.403720818,0.686418029,0.999842552
Stk24,8532.186927,0.257110155,0.684385254,0.375680442,0.707154479,0.999842552
Ap3s1-ps1,983.0885717,0.257135328,0.570589335,0.450648676,0.652242779,0.999842552
Micall1,1969.538228,0.257142194,0.662139769,0.388350325,0.6977568,0.999842552
Cog2,1806.979353,0.257177035,0.452173518,0.5687574,0.569520788,0.999842552
Zbtb39,946.0232964,0.257263781,0.711851234,0.361401047,0.717799666,0.999842552
Derl3,2994.51384,0.257275604,0.497752067,0.516875009,0.605243414,0.999842552
Nfkb1,2149.877249,0.257298187,0.866398392,0.296974452,0.766486014,0.999842552
Tob2,3913.677562,0.257306779,0.855935207,0.300614786,0.763708255,0.999842552
Gm14857,80.81310228,0.257324657,0.735316139,0.349951053,0.726375432,0.999842552
Aig1,494.1821196,0.257595128,0.375658526,0.685716175,0.492892105,0.999842552
Sfrp1,552.0950064,0.257650667,0.369088409,0.69807304,0.485131518,0.999842552
Gm9997,18.44369447,0.257705465,0.734834451,0.35069867,0.725814423,0.999842552
Tmem204,140.0053151,0.257735129,0.650922391,0.395953699,0.692139185,0.999842552
Fkbp14,3103.84738,0.257873114,0.407287937,0.633146947,0.526637687,0.999842552
Aasdh,330.077851,0.257882349,0.489774498,0.526532822,0.598518053,0.999842552
Tmem39b,1105.339099,0.257890777,0.571109117,0.451561303,0.651585053,0.999842552
Ubash3b,1643.411255,0.258022852,0.768806297,0.335614904,0.737161283,0.999842552
Cdon,838.6195691,0.258084195,0.750588975,0.34384224,0.730964932,0.999842552
Rai14,3877.851481,0.258171332,0.429455532,0.601159638,0.547733665,0.999842552
0610030E20Rik,505.2876292,0.25817273,0.563530698,0.458134278,0.646855973,0.999842552
Vti1a,1164.445088,0.258219575,0.295838446,0.872839817,0.382750393,0.999842552
Ccdc92b,17.64986837,0.258473945,1.113288461,0.232171583,0.816404748,0.999842552
Alkbh5,8497.303564,0.258524122,0.65695325,0.393519815,0.693935592,0.999842552
Cux2,123.0990886,0.258697,0.379454618,0.681760053,0.495390687,0.999842552
Lrrn1,837.8009435,0.25874206,0.892400695,0.289939331,0.771862652,0.999842552
Fam53c,3215.460465,0.258749391,0.673077805,0.384427163,0.700661871,0.999842552
Sobp,838.6110991,0.258752495,0.537670955,0.481246928,0.630341012,0.999842552
Smad3,3134.142783,0.258762697,0.895274513,0.28903168,0.772557134,0.999842552
Gm36244,33.2587678,0.258886637,1.605619554,0.161237845,0.871906075,0.999842552
Gan,278.6690278,0.258919293,0.824699301,0.313955999,0.753554458,0.999842552
Socs6,1540.496967,0.259099185,0.582976348,0.444442018,0.65672304,0.999842552
Ncstn,7109.557113,0.259124452,0.858577995,0.301806538,0.762799546,0.999842552
BC031361,44.20428359,0.259135543,1.01863402,0.254395139,0.799190306,0.999842552
Tent4a,2537.97259,0.259306638,1.356710759,0.191128902,0.848424604,0.999842552
Tmem50a,8155.05426,0.259323758,0.474571836,0.546437312,0.584765368,0.999842552
Tpra1,1545.080455,0.259404092,0.563513228,0.460333633,0.645276764,0.999842552
Igf2bp3,101.8397613,0.259509575,0.71116205,0.364909201,0.715179186,0.999842552
Celsr1,1447.157488,0.259527169,0.870241825,0.298224197,0.765532055,0.999842552
Gm29743,5.158161179,0.259531368,1.211400019,0.214240849,0.830359243,0.999842552
Actg1,99948.57837,0.259693285,0.472746775,0.549328517,0.582780021,0.999842552
Pcnx2,121.231403,0.259874935,0.50440564,0.515210208,0.606406137,0.999842552
Anxa4,1173.074499,0.259889016,0.435239835,0.597116796,0.550429405,0.999842552
Zfp882,240.8376893,0.259956658,0.687884926,0.377907188,0.705499542,0.999842552
Lrrc8c,2764.581294,0.259962398,0.752391379,0.345514855,0.729707344,0.999842552
Sc5d,8561.947789,0.260037583,0.564466421,0.460678569,0.645029233,0.999842552
1700008J07Rik,88.01497047,0.260100301,0.486934566,0.534158632,0.593231788,0.999842552
Tmem176b,8793.393604,0.260224821,0.460433317,0.565173742,0.571955595,0.999842552
Gal3st1,7.890590061,0.260242759,2.003006284,0.129926082,0.896624908,0.999842552
Tmem237,1234.397585,0.260284066,0.523066616,0.497611696,0.618757759,0.999842552
Lasp1,4790.791479,0.260371627,0.831598417,0.31309779,0.754206368,0.999842552
Xpnpep2,150.3842796,0.26039565,0.57145978,0.455667501,0.648629096,0.999842552
Gm3139,5.26293918,0.260451212,1.210031263,0.215243374,0.829577575,0.999842552
Myo18a,4011.906658,0.260473115,0.400880258,0.649752912,0.51585184,0.999842552
Gm4129,61.76221285,0.26054154,0.713586819,0.365115405,0.715025262,0.999842552
Arap1,1184.320679,0.260632786,0.738553648,0.352896214,0.72416625,0.999842552
TrnH,236.8824285,0.260719193,0.394386973,0.661074557,0.508564501,0.999842552
Spata13,316.449751,0.260935675,0.758970324,0.34380221,0.730995038,0.999842552
4933428G20Rik,65.71547902,0.26094189,1.944054481,0.134225606,NA,NA
Gucy2g,37.67116505,0.261072533,0.971138288,0.268831469,0.788059376,0.999842552
Gm46110,28.80918125,0.261136573,0.777371307,0.335922578,0.736929251,0.999842552
Gm19557,8.523375503,0.261343882,2.932442944,0.089121557,0.928985305,0.999842552
Asap3,235.3405021,0.261401017,0.325818957,0.802289159,0.422385712,0.999842552
Tsc22d3,17146.31935,0.261541271,0.46051737,0.567929221,0.570083029,0.999842552
Ly6g6d,17.81463462,0.261602358,1.026734312,0.254790703,0.798884756,0.999842552
Thsd1,185.961906,0.261809183,0.547681166,0.47803211,0.632627351,0.999842552
Gm46083,36.01108027,0.262026082,0.971709908,0.269654636,0.787425963,0.999842552
Gm6929,31.60974552,0.262040789,0.626027889,0.418576861,0.675525403,0.999842552
Slc24a2,18.93320498,0.262158673,0.685014069,0.382705531,0.701938113,0.999842552
Gm4908,2.762090435,0.262183785,1.1010137,0.238129448,0.811780695,0.999842552
Fgd3,1020.184002,0.262232494,0.411325224,0.637530786,0.523779163,0.999842552
Dclre1b,831.2324568,0.262262011,0.571281452,0.459076712,0.646179079,0.999842552
Slc25a48,216.2739418,0.262276959,0.772632752,0.339458765,0.734264156,0.999842552
Abat,1030.50459,0.262383495,0.863551702,0.303842253,0.761248074,0.999842552
Abhd13,2490.668805,0.262538216,0.587023985,0.447235927,0.654704724,0.999842552
Prim1,793.7624673,0.262570652,0.480173789,0.546824209,0.58449951,0.999842552
Nudcd1,1578.5631,0.262615857,0.562167594,0.467148693,0.640393498,0.999842552
Abi3,461.2599284,0.262663537,0.429101028,0.612125163,0.54045495,0.999842552
Wrnip1,5699.572727,0.26267594,0.395473356,0.664206414,0.506558209,0.999842552
Laptm5,197.0454389,0.262684448,0.390934896,0.671939115,0.501622458,0.999842552
Dancr,508.7792178,0.262744369,0.53230376,0.493598559,0.621589719,0.999842552
Bcl2l11,870.7543872,0.262748769,0.548678627,0.478875532,0.632027179,0.999842552
Usp40,1480.76511,0.262766695,0.504809134,0.520526823,0.602696438,0.999842552
Gm13840,16.04231293,0.262805976,0.64090536,0.410054264,0.681766142,0.999842552
Comt,635.9652986,0.262985042,0.487352814,0.539619418,0.589459522,0.999842552
Carns1,53.49458718,0.263122141,1.145069131,0.229787122,0.818257192,0.999842552
Selenof,10470.67928,0.263258625,0.453921368,0.579965261,0.561938045,0.999842552
Gm13039,17.56416533,0.26330012,0.611068168,0.43088502,0.666551976,0.999842552
Mir29b-2,7.731809707,0.263473984,0.832769464,0.316382859,0.751711926,0.999842552
Gm39000,21.07366905,0.263502173,0.866282203,0.304175905,0.760993881,0.999842552
Gm5751,5.964459358,0.263512005,2.075297648,0.126975523,0.898959771,0.999842552
Zcchc9,1346.13586,0.263679241,0.436756203,0.6037218,0.546028618,0.999842552
Gm46906,100.5794549,0.263841221,0.402748481,0.655101715,0.512402268,0.999842552
C2,113.4770683,0.263895558,0.523316887,0.504274875,0.614068231,0.999842552
Dnase1l1,201.1225393,0.263906203,0.786866511,0.335388785,0.737331827,0.999842552
Scd1,8952.829412,0.263954671,0.896206316,0.294524448,0.768357185,0.999842552
Ccdc25,1136.162265,0.263957058,0.304823704,0.865933502,0.38652663,0.999842552
Trpm2,6.852089034,0.263975095,1.581924409,0.166869601,0.867472653,0.999842552
Mylk,1862.888432,0.264079151,0.681250293,0.387638954,0.698283237,0.999842552
Npw,27.12697854,0.264122003,1.58484239,0.16665506,0.867641468,0.999842552
Mfap3l,194.9776684,0.264274324,0.684197855,0.386254242,0.699308386,0.999842552
Tmprss2,6.738219999,0.26428041,1.472480861,0.179479691,0.857561062,0.999842552
Caskin1,536.3055779,0.264360056,0.630283598,0.419430328,0.674901663,0.999842552
Sh2b3,795.2510865,0.264376066,0.718005917,0.368208757,0.712717581,0.999842552
Ap1ar,1516.368129,0.264440223,0.731422257,0.361542488,0.717693949,0.999842552
Ankrd42,155.6808317,0.26445145,0.56892872,0.46482352,0.642057843,0.999842552
Sec61a2,2222.620192,0.264540938,0.482460667,0.548316072,0.583474894,0.999842552
4632415L05Rik,301.3612591,0.264569091,0.517427906,0.511315852,0.609129906,0.999842552
Ube2g1,2587.829451,0.264617408,0.880093538,0.30066964,0.763666422,0.999842552
Tekt2,66.1059305,0.264863863,0.699174707,0.378823576,0.704818879,0.999842552
Gm5129,13.75352123,0.264869834,0.940727867,0.281558401,0.778282142,0.999842552
Magee1,884.0922113,0.264913668,0.931466798,0.284404842,0.776100149,0.999842552
Ubxn4,4558.223682,0.264923619,0.337595032,0.784737907,0.432607253,0.999842552
Bcl7a,834.9050898,0.264972981,0.544502227,0.48663342,0.626518136,0.999842552
Cdk5r1,177.1411294,0.265008605,1.056997406,0.250718312,0.802031902,0.999842552
Grm1,4.989682021,0.265153922,1.506103131,0.176052965,0.860252332,0.999842552
Gm36236,1.69628913,0.265196853,2.918914467,0.090854616,0.927608112,NA
Plp1,3464.937621,0.265299192,0.723291984,0.366794044,0.713772651,0.999842552
Lman2,18717.45634,0.265428437,0.478430984,0.554789396,0.579038721,0.999842552
Abca1,4979.811606,0.265470039,1.987889286,0.133543674,0.893763427,0.999842552
Prrc1,4368.181004,0.265477633,0.526029445,0.504682076,0.613782152,0.999842552
Dlk2,74.79582043,0.265640089,0.974803999,0.272506154,0.78523286,0.999842552
Aatk,50.51493135,0.26572367,0.771957581,0.344220559,0.730680422,0.999842552
Atp6ap2,4059.068101,0.266001364,0.337929316,0.787150896,0.431193538,0.999842552
Pcolce,6147.702195,0.266022639,0.47830296,0.556180206,0.578087669,0.999842552
Ctla2a,457.4712284,0.266051719,0.787338078,0.337912933,0.735428801,0.999842552
Xlr4b,32.42925489,0.266167075,0.469527676,0.56688261,0.570793939,0.999842552
Tspan17,281.7102141,0.266391918,0.651938724,0.408614963,0.682822248,0.999842552
Khdrbs1,2945.771471,0.266464078,0.647451529,0.411558342,0.68066317,0.999842552
Stau1,4335.363829,0.266586706,0.963290115,0.27674602,0.781975132,0.999842552
Ssna1,4538.827193,0.266618302,0.905353001,0.294490991,0.768382747,0.999842552
Mpnd,4492.724696,0.266660059,0.770108297,0.346263064,0.729145024,0.999842552
AU015836,742.3957344,0.266796851,0.631529484,0.422461433,0.672688246,0.999842552
Gm20784,352.8829958,0.266812669,0.523429238,0.509739712,0.610233827,0.999842552
Fam214a,52.70639204,0.266856523,1.446541873,0.184478948,0.853637741,0.999842552
Dnmt3l,519.0831361,0.266940544,0.728823363,0.366262331,0.714169335,0.999842552
Gm38487,77.47672461,0.26696626,1.009709559,0.264399062,0.791472434,0.999842552
Slc33a1,1864.28092,0.266983381,0.578776645,0.461289141,0.644591174,0.999842552
Trp53inp1,2430.121186,0.267063796,0.871410564,0.306472984,0.759244546,0.999842552
Inpp5e,824.8545352,0.267113096,0.912516297,0.292721453,0.769735071,0.999842552
TrnG,190.8689355,0.267163859,0.479343295,0.55735391,0.577285649,0.999842552
Myo15b,66.90646047,0.267209983,0.606081199,0.440881492,0.659298793,0.999842552
Far2,254.6927654,0.267279355,0.459060746,0.582230907,0.560411157,0.999842552
Omd,684.1643658,0.267345387,0.618693257,0.43211298,0.665659302,0.999842552
Tomm6,10436.05258,0.267370404,0.984265129,0.271644698,0.785895227,0.999842552
Ptk7,4907.375888,0.26744923,0.830784701,0.321923634,0.747510548,0.999842552
Tnip1,169.385373,0.267571022,0.85747847,0.312044012,0.755007075,0.999842552
Bola1,533.3960411,0.267623844,1.008338153,0.265410808,0.790693011,0.999842552
Adk,1376.629258,0.26767484,0.575604688,0.465032418,0.641908241,0.999842552
Rexo1,3387.898815,0.267757936,0.83051639,0.322399341,0.747150184,0.999842552
Ccdc117,3211.265156,0.267895472,0.669687128,0.400030792,0.689133837,0.999842552
Gm18734,7.145522048,0.268000653,1.372214263,0.195305253,0.845153985,0.999842552
Ggcx,1106.706097,0.268088554,0.583121146,0.459747612,0.64569739,0.999842552
Gm15222,15.96300426,0.268211902,1.127680309,0.237843917,0.812002155,0.999842552
Tns2,411.3944638,0.268235635,0.41083582,0.652902259,0.513819293,0.999842552
Fuom,178.2187993,0.268242459,0.588701893,0.455650751,0.648641142,0.999842552
Gm35438,86.31847412,0.268402382,0.581714693,0.461398665,0.644512609,0.999842552
Zfp157,732.9223733,0.26846057,0.744426538,0.360627351,0.71837804,0.999842552
Sprtn,1117.300801,0.268531875,1.574837689,0.170514001,0.864605925,0.999842552
Garem1,331.617745,0.268666126,0.912722671,0.294356802,0.768485272,0.999842552
Zfp319,1332.952797,0.268679754,0.693076547,0.387662452,0.698265846,0.999842552
Gm5526,189.668319,0.268750185,1.085817559,0.247509522,0.804513923,0.999842552
Raph1,1411.596201,0.268880906,0.563152761,0.477456428,0.63303714,0.999842552
Dgkk,50.30696476,0.268902462,0.810734833,0.33167745,0.74013283,0.999842552
Rnf169,2295.422286,0.268961202,0.43907302,0.612565996,0.540163348,0.999842552
Snai2,175.9114764,0.269076464,0.43828367,0.613932214,0.539260122,0.999842552
Camta1,1276.673556,0.269290087,0.443945477,0.606583694,0.544127224,0.999842552
Tmem185a,1781.12389,0.269304424,0.807838902,0.33336402,0.738859519,0.999842552
Ehmt1,2568.258116,0.269308839,0.85679525,0.314321116,0.753277162,0.999842552
Ide,1497.662147,0.269338935,1.364184811,0.197435812,0.843486508,0.999842552
Dcst2,26.72729691,0.269444888,1.450825587,0.185718318,0.852665662,0.999842552
Smarcad1,1962.267662,0.269586248,0.679102207,0.396974483,0.691386277,0.999842552
Mir7067,370.3825327,0.269668742,1.286703577,0.209581093,0.833994638,0.999842552
Tgfbr1,15542.70265,0.269720546,0.655469492,0.411492143,0.680711701,0.999842552
Pdgfd,2002.125227,0.269734883,0.747339229,0.36092697,0.718154042,0.999842552
Gbp9,30.84627518,0.269779084,0.858491518,0.314247815,0.75333283,0.999842552
Parva,4414.062172,0.269812397,0.316311771,0.852995119,0.393662011,0.999842552
Srcin1,545.6181676,0.269812915,0.380720864,0.708689594,0.478517123,0.999842552
Smad1,1651.634499,0.270099211,1.359073389,0.198737767,0.842467879,0.999842552
4930539E08Rik,15.99691952,0.270113664,0.833022205,0.32425746,0.745743123,0.999842552
Retsat,950.2652276,0.270234884,0.357583444,0.755725378,0.449813865,0.999842552
Clcf1,449.1876739,0.270250051,0.653435907,0.413583105,0.679179449,0.999842552
Errfi1,13281.07284,0.27027187,0.671902743,0.402248499,0.687501152,0.999842552
Gm39165,16.23431382,0.270361419,1.054312894,0.256433759,0.797615923,0.999842552
Cyb5b,9769.32776,0.270404958,0.317679014,0.85118924,0.394664239,0.999842552
Amigo2,4197.258448,0.270621007,0.508482403,0.532213122,0.594578396,0.999842552
Dnaaf3,96.14119831,0.270652476,0.494464459,0.547364872,0.584128084,0.999842552
Zfp384,2661.306846,0.270667545,0.560119893,0.483231444,0.628931411,0.999842552
Tfeb,695.2604975,0.27068846,0.592052175,0.457203725,0.647524621,0.999842552
Gm32059,41.63252463,0.270766862,0.720888642,0.37560151,0.707213168,0.999842552
Gm40191,14.85954087,0.270783548,0.841010518,0.321974033,0.747472366,0.999842552
Cdk10,1306.589839,0.270854055,0.99945835,0.271000842,0.786390384,0.999842552
Slco4a1,87.16820513,0.270922736,0.79513926,0.340723631,0.733311647,0.999842552
Emx2,491.4001254,0.270957637,0.90744118,0.298595262,0.765248881,0.999842552
Aplp1,284.1182337,0.270994844,0.495597711,0.546804066,0.584513349,0.999842552
Gm21149,7.018375785,0.271004006,0.939250304,0.288532252,0.772939346,0.999842552
Cygb,1011.397547,0.271073845,0.413871363,0.654971252,0.512486264,0.999842552
Gdf11,1439.272726,0.271100365,0.446957222,0.606546558,0.544151876,0.999842552
Rab11fip4,228.7211605,0.271174457,0.609645729,0.444806621,0.656459509,0.999842552
D430020J02Rik,187.3370641,0.2712331,0.718253121,0.37762885,0.70570633,0.999842552
Mansc4,1.934590013,0.271248418,2.808412634,0.096584247,0.923056567,NA
Zfp60,281.3350155,0.271278293,0.587482825,0.461763785,0.644250724,0.999842552
Patj,759.121873,0.271290316,0.495108385,0.547941267,0.583732232,0.999842552
Sapcd1,9.154069253,0.271375443,1.109820908,0.244521833,0.806826695,0.999842552
9230116N13Rik,19.36356493,0.271415226,1.097116375,0.247389641,0.80460669,0.999842552
Icam5,28.38509446,0.271443083,0.72921143,0.372241947,0.709712717,0.999842552
Khsrp,6107.323692,0.27147909,0.85145776,0.31884035,0.749847579,0.999842552
4930453N24Rik,1595.45477,0.271509313,0.285236464,0.951874486,0.34116064,0.999842552
5530601H04Rik,92.40719682,0.271610844,0.797637861,0.340518996,0.73346572,0.999842552
